id,carat,cut,color,clarity,depth,table,x,y,z,price
25138,2.02,Ideal,G,VS2,62.0,57.0,8.1,8.05,5.01,983.63
25139,0.55,Ideal,F,VVS1,61.2,54.0,5.35,5.3,3.26,801.7
25140,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,783.52
25141,0.31,Ideal,F,IF,62.2,55.0,4.35,4.37,2.71,681.78
25142,0.7,Very Good,H,SI1,62.2,56.0,5.64,5.67,3.52,765.3
25143,0.39,Very Good,G,IF,63.5,56.0,4.67,4.65,2.96,714.76
25144,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,727.66
25145,1.12,Premium,F,VS1,62.1,60.0,6.62,6.58,4.1,895.94
25146,0.26,Very Good,E,VS2,62.1,56.0,4.11,4.13,2.56,611.37
25147,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,831.02
25148,1.32,Fair,I,SI1,64.8,58.0,6.9,6.83,4.45,870.96
25149,1.5,Premium,H,SI2,62.3,60.0,7.22,7.3,4.52,904.66
25150,0.31,Ideal,D,VS2,62.5,56.0,4.36,4.31,2.71,684.8
25151,1.2,Ideal,G,VVS2,62.3,54.0,6.82,6.86,4.26,928.84
25152,1.92,Very Good,E,SI2,62.5,59.0,7.85,7.92,4.93,963.98
25153,2.0,Premium,I,VS2,61.8,56.0,8.11,8.04,4.99,978.22
25154,0.96,Ideal,F,VS1,61.2,56.0,6.34,6.38,3.89,865.99
25155,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,610.26
25156,0.31,Premium,H,SI1,58.7,60.0,4.47,4.43,2.61,632.44
25157,0.4,Good,H,VVS2,63.2,55.0,4.7,4.73,2.98,677.65
25158,1.2,Very Good,H,SI1,62.8,58.0,6.73,6.8,4.25,862.46
25159,0.7,Good,G,VS1,60.6,61.0,5.71,5.77,3.48,785.98
25160,1.51,Good,G,SI1,58.8,62.0,7.4,7.49,4.38,923.17
25161,0.7,Very Good,I,VVS1,60.9,60.0,5.68,5.71,3.47,779.19
25162,0.5,Premium,D,VS2,61.3,59.0,5.09,5.04,3.11,738.65
25163,1.1,Ideal,G,VS2,62.3,56.0,6.63,6.59,4.12,876.2
25164,1.19,Ideal,D,SI1,62.0,57.0,6.77,6.82,4.21,883.3
25165,0.41,Ideal,F,VS1,62.3,55.0,4.77,4.79,2.98,691.47
25166,1.04,Ideal,H,SI1,62.1,57.0,6.49,6.52,4.04,847.66
25167,1.5,Good,H,SI1,64.9,57.0,7.08,7.15,4.62,900.11
25168,1.01,Ideal,H,SI1,62.2,58.0,6.37,6.43,3.98,847.07
25169,0.7,Very Good,D,SI2,60.9,60.0,5.68,5.72,3.47,759.59
25170,2.19,Premium,J,SI2,61.8,60.0,8.35,8.25,5.13,949.96
25171,1.0,Premium,E,SI2,61.1,58.0,6.44,6.48,3.95,843.81
25172,0.42,Ideal,D,SI1,61.9,56.0,4.82,4.84,2.99,669.7
25173,0.38,Very Good,I,VVS1,62.6,59.0,4.6,4.64,2.89,644.57
25174,1.51,Very Good,G,VS1,59.5,59.0,7.41,7.45,4.42,954.88
25175,0.5,Fair,G,SI1,65.0,59.0,4.99,4.97,3.24,695.65
25176,1.0,Good,G,SI2,57.6,62.0,6.62,6.55,3.79,832.19
25177,1.57,Premium,I,VS2,60.8,59.0,7.5,7.47,4.55,890.72
25178,1.0,Ideal,H,SI2,62.0,55.0,6.39,6.43,3.98,842.95
25179,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,648.92
25180,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,793.09
25181,0.54,Very Good,G,SI1,63.2,58.0,5.15,5.16,3.26,723.85
25182,0.32,Premium,G,VS2,60.8,59.0,4.44,4.41,2.69,657.93
25183,0.54,Ideal,E,VS1,62.6,55.0,5.22,5.2,3.26,750.82
25184,0.43,Ideal,E,VS2,61.6,54.0,4.9,4.88,3.01,695.94
25185,0.33,Premium,D,VS1,60.3,61.0,4.51,4.48,2.71,683.84
25186,0.39,Ideal,F,SI1,61.3,56.0,4.73,4.77,2.91,656.1
25187,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,736.52
25188,0.32,Ideal,H,VVS2,61.9,55.0,4.37,4.39,2.71,646.93
25189,0.41,Ideal,G,IF,61.5,57.0,4.78,4.82,2.95,714.6
25190,0.36,Very Good,G,VVS1,62.8,57.0,4.52,4.55,2.85,671.05
25191,0.23,Very Good,F,VS2,59.4,57.0,4.06,4.09,2.42,599.65
25192,0.5,Good,D,SI1,63.3,56.0,5.07,5.1,3.22,726.96
25193,1.1,Ideal,G,VS2,62.0,56.0,6.68,6.6,4.12,880.28
25194,0.71,Ideal,E,VS1,62.2,57.0,5.74,5.7,3.56,803.3
25195,1.14,Ideal,I,VS1,61.1,56.0,6.73,6.76,4.12,885.91
25196,0.9,Fair,F,SI2,65.7,59.0,6.03,5.99,3.95,799.43
25197,1.21,Premium,G,VS1,62.7,58.0,6.79,6.74,4.24,904.26
25198,0.44,Very Good,G,VVS2,60.9,57.0,4.89,4.93,2.99,698.56
25199,1.09,Very Good,I,VS2,62.6,57.0,6.55,6.62,4.12,853.15
25200,1.12,Ideal,H,SI1,62.8,55.0,6.66,6.61,4.17,867.64
25201,1.2,Very Good,H,SI1,63.5,58.0,6.69,6.73,4.26,860.21
25202,1.0,Fair,E,SI2,63.0,58.0,6.35,6.26,3.97,841.54
25203,0.9,Premium,H,VS2,62.8,58.0,6.17,6.13,3.86,824.54
25204,0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,707.24
25205,0.52,Ideal,F,SI2,61.8,55.0,5.17,5.21,3.21,696.51
25206,0.3,Very Good,H,VVS1,63.0,54.0,4.27,4.3,2.7,652.8
25207,0.38,Very Good,F,SI2,60.1,60.0,4.7,4.75,2.84,646.77
25208,0.41,Ideal,D,SI1,62.6,57.0,4.78,4.74,2.98,692.26
25209,2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,880.28
25210,0.33,Good,I,SI1,63.6,53.0,4.43,4.4,2.81,632.26
25211,0.7,Premium,I,VS1,62.4,59.0,5.64,5.55,3.49,778.07
25212,0.56,Ideal,E,VS2,61.1,57.0,5.37,5.33,3.27,763.34
25213,0.33,Ideal,D,VS2,60.9,56.0,4.49,4.51,2.74,684.59
25214,0.33,Ideal,E,VS2,62.0,56.0,4.46,4.48,2.77,658.34
25215,1.02,Good,G,SI1,63.6,58.0,6.34,6.39,4.05,851.0
25216,0.41,Very Good,E,SI1,63.5,57.0,4.73,4.69,2.99,687.63
25217,1.06,Ideal,G,SI1,60.5,57.0,6.64,6.59,4.0,859.29
25218,0.62,Very Good,I,VS2,60.7,57.3,5.48,5.52,3.33,722.84
25219,0.9,Ideal,H,VVS1,61.9,57.0,6.19,6.24,3.85,847.28
25220,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,938.95
25221,0.27,Ideal,E,VS1,61.6,57.0,4.12,4.16,2.55,615.27
25222,0.79,Ideal,F,SI1,60.8,55.0,5.98,6.05,3.66,807.4
25223,0.59,Ideal,D,IF,60.9,57.0,5.4,5.43,3.3,834.47
25224,1.35,Very Good,H,SI2,62.2,56.0,7.02,7.06,4.38,871.41
25225,1.11,Very Good,D,VVS1,62.5,58.0,6.67,6.6,4.15,940.92
25226,1.01,Very Good,I,SI1,63.5,59.0,6.36,6.31,4.02,839.21
25227,1.01,Ideal,D,VVS2,61.1,57.0,6.49,6.47,3.96,931.08
25228,2.25,Very Good,J,SI2,60.6,63.0,8.45,8.38,5.1,904.1
25229,0.5,Premium,D,VS2,61.4,59.0,5.15,5.11,3.15,752.02
25230,0.35,Ideal,G,VS2,61.3,56.0,4.54,4.58,2.8,647.08
25231,0.27,Very Good,F,VVS1,61.8,56.0,4.15,4.17,2.57,652.5
25232,1.03,Premium,J,SI2,62.2,59.0,6.42,6.4,3.99,805.48
25233,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,634.74
25234,0.32,Very Good,E,VS2,62.8,54.0,4.35,4.38,2.74,655.39
25235,0.3,Ideal,F,IF,60.9,57.0,4.35,4.38,2.66,677.19
25236,0.41,Good,H,VS2,64.1,57.0,4.72,4.64,3.0,659.17
25237,0.31,Premium,G,VVS1,62.1,59.0,4.34,4.39,2.71,670.44
25238,0.73,Very Good,F,VVS2,62.1,57.0,5.74,5.76,3.57,821.74
25239,1.18,Ideal,G,SI2,60.5,55.0,6.9,6.85,4.16,860.37
25240,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67,648.92
25241,1.71,Premium,J,VS2,60.3,61.0,7.74,7.69,4.65,909.23
25242,1.78,Very Good,D,SI2,63.4,60.0,7.67,7.61,4.85,928.08
25243,0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,659.17
25244,0.32,Ideal,G,IF,61.7,54.0,4.39,4.42,2.72,682.22
25245,1.06,Ideal,H,SI1,61.7,60.0,6.48,6.52,4.01,856.69
25246,0.33,Premium,H,VS2,61.4,58.0,4.49,4.44,2.74,650.43
25247,0.73,Premium,G,VVS2,62.2,56.0,5.79,5.75,3.59,797.9
25248,0.3,Good,H,VVS2,63.5,55.0,4.25,4.28,2.71,640.52
25249,0.26,Very Good,G,VS1,61.9,56.0,4.07,4.1,2.53,603.55
25250,1.57,Ideal,I,VS2,61.5,56.0,7.49,7.56,4.63,920.15
25251,0.38,Ideal,G,SI1,60.4,58.0,4.7,4.74,2.85,648.92
25252,0.7,Premium,I,SI2,62.3,59.0,5.64,5.59,3.5,725.49
25253,0.33,Ideal,E,VS1,62.7,57.0,4.38,4.45,2.77,666.06
25254,1.0,Good,G,VVS2,63.1,58.0,6.33,6.37,4.01,891.64
25255,0.72,Very Good,H,SI2,62.6,53.0,5.75,5.78,3.61,758.58
25256,0.38,Ideal,F,VS1,61.3,56.0,4.68,4.72,2.88,701.75
25257,0.51,Very Good,D,SI1,63.2,55.0,5.12,5.07,3.22,735.37
25258,0.32,Ideal,D,SI1,62.6,55.0,4.36,4.39,2.74,637.84
25259,1.2,Very Good,I,SI1,63.1,58.0,6.72,6.66,4.22,848.43
25260,0.42,Ideal,D,SI2,62.4,57.0,4.81,4.78,2.99,680.02
25261,2.03,Very Good,G,SI1,60.1,60.0,8.09,8.18,4.89,983.25
25262,1.0,Very Good,F,VS2,62.1,58.0,6.36,6.45,3.96,868.91
25263,0.73,Ideal,G,VS1,60.2,56.0,5.86,5.9,3.54,809.35
25264,0.58,Very Good,E,VS1,61.8,55.0,5.35,5.39,3.32,764.11
25265,0.32,Ideal,D,VVS1,61.7,55.0,4.41,4.44,2.73,697.26
25266,0.76,Very Good,G,VS2,59.8,58.0,5.92,5.96,3.55,791.06
25267,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,868.34
25268,0.41,Ideal,D,SI2,62.6,55.0,4.8,4.76,2.99,677.54
25269,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,675.11
25270,2.14,Premium,J,SI2,58.4,58.0,8.52,8.5,4.97,924.05
25271,0.58,Very Good,E,VS2,61.9,58.0,5.31,5.36,3.3,741.22
25272,0.78,Very Good,I,SI2,60.6,58.0,5.92,5.97,3.6,772.8
25273,0.26,Very Good,F,VVS1,60.6,56.0,4.12,4.16,2.51,648.77
25274,1.61,Ideal,H,SI1,62.3,56.0,7.51,7.47,4.67,914.22
25275,0.31,Ideal,G,IF,62.1,54.0,4.37,4.39,2.72,679.23
25276,0.31,Ideal,G,SI1,61.6,56.0,4.36,4.4,2.7,644.09
25277,0.3,Ideal,E,VVS2,60.8,57.0,4.33,4.35,2.64,660.93
25278,0.51,Very Good,F,VS1,62.4,59.0,5.04,5.09,3.16,743.66
25279,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,829.93
25280,1.03,Premium,I,SI1,58.4,60.0,6.6,6.58,3.85,809.8
25281,0.72,Ideal,D,SI1,60.8,57.0,5.76,5.75,3.5,793.09
25282,1.56,Ideal,F,VS1,61.7,56.0,7.48,7.46,4.61,976.74
25283,0.71,Ideal,E,VVS1,61.9,55.0,5.73,5.77,3.56,830.08
25284,0.7,Very Good,F,VS2,60.9,61.0,5.66,5.71,3.46,794.17
25285,1.5,Premium,D,SI1,62.4,58.0,7.31,7.27,4.55,940.75
25286,1.0,Premium,H,VS1,60.7,59.0,6.44,6.4,3.9,859.17
25287,0.32,Ideal,I,SI1,62.4,57.0,4.37,4.35,2.72,631.72
25288,2.01,Ideal,I,VS1,61.4,59.0,8.06,8.13,4.97,975.42
25289,1.0,Very Good,H,VS1,64.2,53.0,6.27,6.34,4.05,863.39
25290,0.31,Premium,D,VS2,62.0,59.0,4.32,4.36,2.69,659.85
25291,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,727.38
25292,0.74,Premium,D,VS1,62.7,56.0,5.8,5.77,3.63,812.12
25293,0.54,Premium,D,VS2,61.6,56.0,5.24,5.18,3.21,739.45
25294,0.3,Ideal,I,SI1,61.3,56.0,4.32,4.33,2.65,597.64
25295,0.71,Ideal,E,SI1,61.6,53.0,5.79,5.73,3.55,772.22
25296,0.27,Ideal,I,VS1,62.5,54.0,4.16,4.19,2.61,606.84
25297,0.34,Very Good,F,VS2,61.5,58.2,4.49,4.51,2.77,659.3
25298,0.67,Very Good,I,IF,61.4,56.0,5.59,5.65,3.45,763.34
25299,1.2,Ideal,I,SI2,59.6,61.0,6.95,6.97,4.15,849.49
25300,0.3,Ideal,F,IF,59.4,60.0,4.37,4.39,2.6,677.19
25301,0.36,Premium,G,SI1,61.8,60.0,4.57,4.53,2.81,653.52
25302,1.26,Ideal,H,VS1,61.5,59.0,6.94,6.91,4.26,896.76
25303,0.51,Good,G,VVS1,63.9,57.0,5.06,5.08,3.24,756.27
25304,0.4,Premium,E,SI1,62.0,61.0,4.71,4.67,2.91,678.22
25305,0.7,Ideal,D,VVS2,61.1,55.0,5.75,5.78,3.52,861.96
25306,0.42,Ideal,D,VVS1,61.6,56.0,4.82,4.79,2.96,739.08
25307,0.74,Ideal,D,VS2,61.4,58.0,5.8,5.83,3.57,820.74
25308,1.23,Ideal,G,VS2,62.4,57.0,6.83,6.88,4.28,899.78
25309,0.58,Ideal,F,VS1,60.6,55.0,5.41,5.48,3.3,765.78
25310,0.33,Very Good,F,VVS2,61.6,57.0,4.44,4.46,2.74,668.59
25311,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,940.43
25312,0.9,Good,I,VVS1,63.6,58.0,6.1,6.14,3.89,833.97
25313,0.34,Ideal,H,VS1,62.7,57.0,4.45,4.48,2.8,639.02
25314,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,845.08
25315,1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1,849.68
25316,2.0,Good,H,VS2,63.8,59.0,7.88,8.01,5.07,979.94
25317,2.0,Very Good,I,VS2,63.1,60.0,7.95,7.99,5.03,974.59
25318,1.41,Ideal,G,VS1,60.4,57.0,7.31,7.22,4.39,931.55
25319,1.02,Premium,G,VS2,62.7,58.0,6.45,6.4,4.03,872.73
25320,0.51,Ideal,E,VS2,61.4,55.0,5.2,5.15,3.18,741.58
25321,1.0,Premium,H,VS2,60.4,58.0,6.51,6.46,3.92,851.4
25322,1.24,Premium,F,SI1,61.6,59.0,6.86,6.9,4.24,883.55
25323,0.5,Premium,D,SI1,62.4,60.0,5.07,5.09,3.17,726.96
25324,1.06,Ideal,I,SI2,61.8,57.0,6.57,6.6,4.07,835.94
25325,0.32,Ideal,D,VS1,60.4,56.0,4.44,4.46,2.69,655.96
25326,1.0,Premium,F,SI1,59.8,59.0,6.49,6.55,3.9,852.87
25327,1.59,Very Good,D,SI2,59.9,59.0,7.6,7.52,4.53,927.66
25328,0.42,Very Good,D,SI1,60.2,58.0,4.85,4.89,2.93,658.34
25329,0.54,Ideal,G,SI1,60.0,57.0,5.31,5.36,3.2,760.04
25330,1.05,Ideal,F,SI1,62.0,55.0,6.5,6.54,4.04,860.47
25331,1.71,Ideal,H,VS2,62.4,58.0,7.64,7.68,4.78,948.72
25332,2.31,Premium,J,VVS1,62.1,58.0,8.49,8.42,5.25,968.66
25333,1.59,Ideal,H,VS2,60.7,61.0,7.56,7.5,4.57,934.46
25334,0.39,Premium,J,VS1,61.6,59.0,4.67,4.71,2.89,642.32
25335,0.32,Premium,G,VS2,62.3,58.0,4.36,4.41,2.73,632.97
25336,0.77,Very Good,H,SI1,61.7,56.0,5.84,5.89,3.62,794.8
25337,1.21,Premium,G,VS1,59.5,58.0,7.01,6.97,4.16,904.26
25338,1.01,Good,F,SI1,65.5,58.0,6.11,6.25,4.05,838.23
25339,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,833.11
25340,2.01,Premium,I,VS1,61.5,62.0,8.07,7.94,4.92,964.7
25341,0.41,Ideal,H,VVS2,62.0,56.0,4.74,4.78,2.95,680.13
25342,0.73,Ideal,E,SI2,61.0,57.0,5.81,5.87,3.56,779.73
25343,0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,684.91
25344,0.73,Premium,F,SI1,62.2,56.0,5.79,5.73,3.58,791.13
25345,2.03,Very Good,D,SI2,62.4,59.0,7.98,8.04,5.0,980.48
25346,0.32,Ideal,F,IF,61.2,57.0,4.4,4.42,2.7,685.54
25347,1.01,Premium,I,SI2,61.9,58.0,6.45,6.41,3.98,802.42
25348,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,696.89
25349,0.7,Ideal,F,VVS1,62.2,57.0,5.7,5.74,3.56,840.25
25350,0.38,Premium,G,VS1,61.9,59.0,4.67,4.63,2.88,697.45
25351,0.9,Good,F,VS1,62.8,60.0,6.11,6.15,3.85,849.66
25352,0.38,Ideal,F,SI1,62.2,54.0,4.64,4.66,2.89,649.22
25353,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,843.21
25354,0.33,Premium,H,SI1,63.0,58.0,4.42,4.4,2.78,641.35
25355,0.42,Ideal,G,VS1,62.7,54.0,4.8,4.83,3.02,682.55
25356,1.25,Premium,G,VS2,61.9,58.0,6.91,6.85,4.26,899.52
25357,0.3,Ideal,D,SI1,61.9,56.0,4.31,4.28,2.66,656.39
25358,1.36,Ideal,G,VVS2,61.1,57.0,7.2,7.14,4.38,938.9
25359,1.0,Ideal,I,SI1,62.7,56.0,6.33,6.37,3.98,833.66
25360,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37,858.63
25361,1.05,Premium,H,VS2,60.5,58.0,6.7,6.63,4.03,846.36
25362,0.32,Good,E,SI1,63.4,56.0,4.31,4.34,2.74,626.15
25363,0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63,793.84
25364,0.3,Very Good,I,VS1,60.8,59.0,4.3,4.32,2.62,615.91
25365,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,678.67
25366,0.51,Ideal,H,VS2,61.4,56.0,5.14,5.19,3.17,722.62
25367,0.61,Fair,J,VS2,58.2,56.0,5.74,5.49,3.27,706.82
25368,1.03,Very Good,E,VS1,61.5,58.0,6.43,6.55,3.99,891.96
25369,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,742.54
25370,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,673.22
25371,1.0,Very Good,H,VS2,60.7,60.0,6.55,6.49,3.96,851.28
25372,0.4,Good,E,SI1,64.2,56.0,4.66,4.69,3.0,652.5
25373,0.64,Premium,D,SI1,62.3,58.0,5.53,5.49,3.43,763.72
25374,1.56,Very Good,G,VVS1,59.7,59.0,7.48,7.57,4.49,963.78
25375,0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,635.26
25376,0.79,Ideal,I,VS1,61.8,59.0,5.92,5.95,3.67,793.74
25377,0.31,Ideal,D,SI1,61.3,55.0,4.36,4.41,2.69,633.68
25378,1.02,Ideal,F,VS2,62.7,54.0,6.5,6.42,4.05,879.44
25379,1.5,Good,E,SI1,64.1,56.0,7.21,7.14,4.6,908.48
25380,0.3,Very Good,F,VS2,62.8,55.0,4.27,4.33,2.7,640.52
25381,0.58,Ideal,H,SI1,60.2,57.0,5.47,5.43,3.28,725.91
25382,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,662.8
25383,1.41,Good,F,SI1,63.7,58.0,7.06,7.01,4.48,901.34
25384,0.95,Ideal,H,SI1,61.9,56.0,6.29,6.35,3.91,841.36
25385,0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,833.21
25386,0.85,Ideal,J,VS2,61.7,55.0,6.08,6.11,3.76,780.06
25387,0.39,Ideal,E,IF,61.3,56.0,4.71,4.75,2.9,719.52
25388,0.7,Premium,E,SI1,61.8,59.0,5.63,5.57,3.46,778.16
25389,0.73,Very Good,F,SI2,58.0,61.0,5.94,5.99,3.46,781.8
25390,0.9,Premium,E,SI1,60.3,60.0,6.27,6.2,3.76,827.31
25391,0.97,Ideal,E,SI2,62.3,56.0,6.28,6.33,3.93,831.34
25392,0.9,Premium,E,SI1,61.6,57.0,6.25,6.19,3.83,838.59
25393,0.32,Ideal,E,IF,62.6,55.0,4.41,4.38,2.75,706.48
25394,1.31,Very Good,I,VS1,62.3,58.0,6.99,7.03,4.37,883.71
25395,0.32,Premium,G,VS2,61.5,58.0,4.35,4.4,2.69,632.97
25396,0.3,Ideal,D,SI1,62.1,56.0,4.3,4.33,2.68,631.35
25397,1.0,Ideal,G,VS1,62.7,53.0,6.39,6.46,4.03,886.98
25398,1.51,Very Good,H,VS2,62.8,60.0,7.25,7.28,4.56,932.06
25399,1.02,Premium,F,SI2,62.5,58.0,6.47,6.4,4.02,823.06
25400,1.4,Premium,E,SI2,62.4,57.0,7.17,7.12,4.46,872.37
25401,0.24,Very Good,E,VS2,61.5,58.0,4.02,4.05,2.48,603.79
25402,0.92,Ideal,E,SI2,62.6,57.0,6.22,6.18,3.88,836.85
25403,0.24,Very Good,F,VVS2,60.6,59.0,4.04,4.06,2.45,641.02
25404,1.02,Ideal,H,SI2,59.8,58.0,6.55,6.59,3.93,846.42
25405,0.3,Premium,H,SI1,59.5,62.0,4.35,4.32,2.58,629.16
25406,0.82,Very Good,F,VS2,58.7,58.0,6.1,6.2,3.61,819.45
25407,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,876.41
25408,0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91,628.79
25409,1.22,Ideal,E,VS1,62.4,54.0,6.77,6.88,4.26,927.07
25410,0.31,Ideal,F,IF,62.1,55.0,4.32,4.38,2.7,681.78
25411,0.29,Ideal,G,VVS1,61.5,56.0,4.25,4.28,2.62,651.17
25412,1.18,Premium,G,VVS2,58.2,62.0,6.92,6.89,4.02,912.57
25413,0.24,Ideal,F,VVS2,61.1,57.0,4.03,4.06,2.47,631.35
25414,1.0,Premium,G,VS1,60.9,60.0,6.45,6.42,3.92,871.56
25415,0.35,Premium,E,VS2,61.4,58.0,4.55,4.51,2.78,674.88
25416,1.31,Ideal,F,SI1,62.4,56.0,6.98,6.9,4.33,877.49
25417,1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,881.88
25418,0.29,Very Good,G,VS1,58.1,59.0,4.39,4.42,2.56,649.22
25419,0.9,Good,E,VS2,64.0,58.0,6.02,6.07,3.87,836.12
25420,0.53,Ideal,D,SI2,60.4,57.0,5.3,5.26,3.19,725.28
25421,0.5,Ideal,H,SI1,61.3,54.0,5.12,5.16,3.15,741.82
25422,1.07,Ideal,F,SI2,61.6,57.0,6.56,6.53,4.03,859.51
25423,1.12,Ideal,F,VVS2,61.4,57.0,6.66,6.69,4.1,915.49
25424,2.01,Premium,F,SI1,63.0,59.0,7.99,7.89,5.0,962.47
25425,0.44,Premium,D,SI1,61.9,59.0,4.9,4.86,3.02,699.3
25426,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,686.8
25427,0.32,Premium,E,VVS1,60.8,58.0,4.41,4.38,2.67,692.76
25428,0.51,Very Good,J,SI1,63.2,56.0,5.06,5.1,3.21,688.45
25429,1.55,Premium,J,VS1,62.6,59.0,7.35,7.4,4.62,905.87
25430,0.7,Premium,F,SI1,61.3,59.0,5.74,5.68,3.5,779.28
25431,0.51,Premium,E,VS2,61.5,60.0,5.12,5.09,3.14,735.69
25432,1.21,Ideal,F,VS2,62.9,54.0,6.82,6.78,4.28,905.45
25433,0.4,Ideal,E,VVS2,62.1,56.0,4.7,4.73,2.93,705.44
25434,1.01,Premium,E,VS1,62.9,60.0,6.36,6.32,3.99,896.69
25435,0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,797.69
25436,0.23,Ideal,D,VVS2,62.1,57.0,3.92,3.97,2.45,627.29
25437,0.38,Ideal,I,VVS2,62.6,54.0,4.62,4.65,2.9,664.12
25438,0.71,Premium,E,SI1,58.9,61.0,5.79,5.75,3.4,775.32
25439,0.7,Ideal,H,VVS1,61.7,54.0,5.72,5.76,3.54,787.02
25440,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,670.81
25441,0.71,Premium,E,SI1,62.2,58.0,5.74,5.67,3.55,791.68
25442,0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,797.38
25443,0.7,Very Good,G,IF,63.0,59.0,5.58,5.62,3.53,822.28
25444,0.41,Ideal,E,SI2,61.5,58.0,4.79,4.83,2.96,648.31
25445,0.7,Premium,D,VS1,61.6,60.0,5.63,5.6,3.46,807.99
25446,0.43,Premium,F,SI1,62.4,57.0,4.82,4.79,3.0,692.36
25447,2.01,Fair,J,VS2,64.9,60.0,7.82,7.78,5.06,952.84
25448,1.05,Ideal,H,SI2,61.2,57.0,6.62,6.55,4.03,839.16
25449,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,890.5
25450,1.5,Good,D,SI1,61.3,61.0,7.32,7.39,4.51,951.8
25451,1.64,Premium,G,VS2,62.4,58.0,7.49,7.52,4.68,956.11
25452,1.51,Premium,E,SI1,62.6,55.0,7.33,7.25,4.56,935.57
25453,0.37,Good,E,VS2,63.5,56.0,4.55,4.59,2.9,652.36
25454,0.33,Ideal,E,VVS1,60.7,57.0,4.46,4.5,2.72,680.9
25455,1.03,Ideal,I,SI1,63.3,57.0,6.37,6.46,4.06,838.96
25456,0.31,Premium,G,VS1,61.2,59.0,4.35,4.37,2.67,643.78
25457,0.72,Very Good,H,SI1,63.7,57.0,5.66,5.7,3.62,768.16
25458,0.9,Ideal,I,SI1,61.6,55.0,6.2,6.22,3.82,827.08
25459,0.57,Ideal,H,SI1,62.1,57.0,5.32,5.3,3.3,712.85
25460,0.72,Ideal,E,VS1,62.1,54.0,5.74,5.76,3.57,821.34
25461,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,725.49
25462,1.58,Very Good,I,VS1,61.8,57.0,7.5,7.56,4.64,922.15
25463,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22,884.61
25464,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,699.39
25465,1.13,Premium,H,SI2,59.4,58.0,6.74,6.8,4.02,837.79
25466,1.2,Ideal,G,VVS2,61.2,56.0,6.92,6.89,4.23,929.16
25467,0.52,Ideal,F,VVS2,60.6,56.0,5.22,5.24,3.17,766.72
25468,0.3,Ideal,D,VVS1,62.1,56.0,4.32,4.31,2.68,699.76
25469,1.52,Premium,I,VS2,62.6,59.0,7.34,7.19,4.55,911.69
25470,1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,924.39
25471,0.51,Ideal,D,SI2,61.1,56.0,5.16,5.18,3.16,714.2
25472,1.72,Premium,H,VS2,59.5,60.0,7.79,7.75,4.62,934.62
